day,pSOL,nSOL,value of SOL in $,daily mint of fSOL,daily burn of fSOL,daily mint of xSOL,daily burn of xSOL,pX,nX,Marketcap xSOL,pF,nF,Marketcap fSOL,Total mcap,fSOL adjustment,Collaterization ratio
910,23.883,2360.6977771065217,56380.545010635054,1018,0,0,2776,0.22816883416957362,153386.0,34997.90479793422,1,21382.640212700833,21382.640212700833,56380.545010635054,0.0,2.74966516026965
911,23.36,2458.505541030135,57430.68943846396,0,273,11620,0,0.22011956671735042,165006.0,36321.04922576312,1,21109.640212700833,21109.640212700833,57430.68943846395,0.0,2.5790033187975006
912,23.608,2460.7402071291103,58093.15480990404,0,522,2568,0,0.22381464067936074,167574.0,37505.5145972032,1,20587.640212700833,20587.640212700833,58093.15480990403,0.0,2.7494736162162927
913,23.14,2276.122764470428,52669.48076984571,0,1060,0,14806,0.21694229522638822,152768.0,33141.840557144875,1,19527.640212700833,19527.640212700833,52669.48076984571,0.0,2.76581132197169
914,22.67,2389.957673324465,54180.34045426562,1980,0,2861,0,0.20993966575358566,155629.0,32672.700241564784,1,21507.640212700833,21507.640212700833,54180.34045426562,0.0,2.6423931672493643
915,23.483,2356.1814059403955,55330.20795569831,734,0,0,6866,0.22242471409555786,148763.0,33088.567742997475,1,22241.640212700833,22241.640212700833,55330.20795569831,0.0,2.6094622881749743
916,23.303,2451.945197388221,57137.67893473771,0,23,10268,0,0.21957378575269526,159031.0,34919.03872203688,1,22218.640212700833,22218.640212700833,57137.67893473771,0.0,2.4686171872915894
917,23.224,2339.905701325021,54341.97000757229,0,701,0,8706,0.21835576114998465,150325.0,32824.32979487144,1,21517.640212700833,21517.640212700833,54341.97000757227,0.0,2.562892000546153
918,22.097,2453.729689443046,54220.06494762299,1634,0,4388,0,0.2008132783600742,154713.0,31068.42473492216,1,23151.640212700833,23151.640212700833,54220.06494762299,0.0,2.402907371397541
919,22.098,2408.6740937019954,53226.880122626695,31,0,0,5112,0.20082913824055895,149601.0,30044.23990992586,1,23182.640212700833,23182.640212700833,53226.880122626695,0.0,2.3420594903494707
920,22.015,2279.6632837559173,50186.78719188652,0,863,0,9911,0.19949278387275884,139690.0,27867.146979185683,1,22319.640212700833,22319.640212700833,50186.78719188651,0.0,2.2873563876386305
921,21.299,2291.307070492947,48802.54929442927,476,0,0,1214,0.18780806119275859,138476.0,26006.909081728438,1,22795.640212700833,22795.640212700833,48802.54929442927,0.0,2.1754180541444237
922,21.84,2202.8927423286427,48111.17749245756,0,1419,0,2602,0.19675977214004683,135874.0,26734.537279756725,1,21376.640212700833,21376.640212700833,48111.17749245756,0.0,2.1952507564005352
923,21.99,2249.474854565621,49465.952051898006,369,0,3290,0,0.1991916863498978,139164.0,27720.31183919718,1,21745.640212700833,21745.640212700833,49465.95205189801,0.0,2.2661003282931937
924,21.914,2265.3059701171683,49641.915029147625,0,788,5733,0,0.19796320708121493,144897.0,28684.2748164468,1,20957.640212700833,20957.640212700833,49641.91502914763,0.0,2.2668908103317014
925,23.952,2184.1189315374563,52314.016648185156,0,160,0,7765,0.22982510599629796,137132.0,31516.376435484333,1,20797.640212700833,20797.640212700833,52314.01664818516,0.0,2.5889655536392118
926,23.934,2128.1171318865327,50934.35543457227,0,1319,0,93,0.22953841769037606,137039.0,31455.715221871444,1,19478.640212700833,19478.640212700833,50934.35543457228,0.0,2.5134920102855727
927,23.417,2212.301305947347,51805.45968136903,730,0,5604,0,0.22150977944005795,142643.0,31596.819468668185,1,20208.640212700833,20208.640212700833,51805.459681369015,0.0,2.5583982420340177
928,24.942,2138.762836089882,53345.02265775384,968,0,0,11430,0.2451615498849428,131213.0,32168.382445052997,1,21176.640212700833,21176.640212700833,53345.02265775383,0.0,2.7304765977405743
929,27.02,2140.862389517896,57846.10176477356,0,402,1644,0,0.2790328063411993,132857.0,37071.46155207272,1,20774.640212700833,20774.640212700833,57846.10176477355,0.0,2.728920699917688
930,29.343,2137.716442327515,62727.01356721627,152,0,0,772,0.31646571037222576,132085.0,41800.37335451544,1,20926.640212700833,20926.640212700833,62727.01356721627,0.0,3.02384659625625
931,29.049,2097.6068714166154,60933.382007781256,524,0,0,5419,0.3117074968427236,126666.0,39482.74179508042,1,21450.640212700833,21450.640212700833,60933.382007781256,0.0,2.9674388388195747
932,31.922,2018.862740586044,64446.1364049877,1289,0,0,10584,0.3592847831040718,116082.0,41706.49619228686,1,22739.640212700833,22739.640212700833,64446.136404987694,0.0,3.1215761341106534
933,30.16,2137.049228297892,64453.404725464425,1779,0,5433,0,0.3286406164898456,121515.0,39934.76451276359,1,24518.640212700833,24518.640212700833,64453.404725464425,0.0,2.677654513727383
934,32.444,2121.392912639574,68826.47165767835,850,0,0,3682,0.3688086651869809,117833.0,43457.83144497752,1,25368.640212700833,25368.640212700833,68826.47165767835,0.0,2.8278250572387407
935,32.78,2162.4611660248975,70885.47702229614,0,717,5504,0,0.37485780268366603,123337.0,46233.83680959532,1,24651.640212700833,24651.640212700833,70885.47702229615,0.0,2.741150455573506
936,31.724,2027.2835148648478,64313.54222557243,0,478,0,10693,0.35634300995056645,112644.0,40139.90201287161,1,24173.640212700833,24173.640212700833,64313.54222557244,0.0,2.7828540997296107
937,31.632,2179.6475772766557,68946.61216441517,663,0,11719,0,0.35468726190035893,124363.0,44109.97195171434,1,24836.640212700833,24836.640212700833,68946.61216441517,0.0,2.652766880699768
938,32.805,2067.8887171458314,67837.089365969,0,996,0,7116,0.3752458412860727,117247.0,43996.449153268164,1,23840.640212700833,23840.640212700833,67837.089365969,0.0,2.87894570925079
939,34.942,2063.2067939146996,72092.57179296743,4069,0,0,10250,0.4129361718577772,106997.0,44182.93158026659,1,27909.640212700833,27909.640212700833,72092.57179296741,0.0,3.0307981207659003
940,38.398,1998.9659353621341,76756.29398603523,0,2331,0,283,0.4795776915243961,106714.0,51177.65377333441,1,25578.640212700833,25578.640212700833,76756.29398603525,0.0,2.8385537709900195
941,41.113,1953.6691469690356,80321.19963933797,0,2049,352,0,0.5304350533935809,107066.0,56791.55942663713,1,23529.640212700833,23529.640212700833,80321.19963933797,0.0,3.2129732392786066
942,40.246,1922.5062840764483,77373.18790894074,0,614,0,1244,0.5146146141278742,105822.0,54457.547696239904,1,22915.640212700833,22915.640212700833,77373.18790894074,0.0,3.341630716753345
943,39.452,1931.7480011320072,76211.32214065995,1408,0,0,2086,0.5001897309319726,103736.0,51887.68192795911,1,24323.640212700833,24323.640212700833,76211.32214065993,0.0,3.3098232131147935
944,42.424,1842.033190527565,78146.41607494141,3092,0,0,12417,0.5555336333319526,91319.0,50730.77586224058,1,27415.640212700833,27415.640212700833,78146.41607494141,0.0,3.3692521548329744
945,41.154,1800.702821468813,74106.12391472753,0,188,0,2855,0.5299159398402368,88464.0,46878.48370202671,1,27227.640212700833,27227.640212700833,74106.12391472753,0.0,2.765101720581098
946,42.187,1805.162603024125,76154.39473377875,1652,0,0,2657,0.5509428662122896,85807.0,47274.754521077935,1,28879.640212700833,28879.640212700833,76154.39473377877,0.0,2.7900416391527374
947,42.946,1794.2995717562574,77057.98940864422,597,0,0,1876,0.566910309610792,83931.0,47581.34919594339,1,29476.640212700833,29476.640212700833,77057.98940864422,0.0,2.6844002410867964
948,43.127,1742.3154883398768,75140.84006563386,0,1541,0,1228,0.570779776464373,82703.0,47205.19985293304,1,27935.640212700833,27935.640212700833,75140.84006563388,0.0,2.625223128305837
949,45.335,1785.2952557035728,80936.36041732147,996,0,1543,0,0.6172960164829265,84246.0,52004.72020462063,1,28931.640212700833,28931.640212700833,80936.36041732147,0.0,2.827494629171834
950,56.677,1768.5599063262475,100236.66981085273,4025,0,0,5799,0.8576494907154115,78447.0,67280.02959815189,1,32956.64021270083,32956.64021270083,100236.66981085272,0.0,3.4973882733095665
951,56.354,1792.9754060089815,101041.33603023014,1813,0,0,514,0.8503675698039252,77933.0,66271.69581752931,1,34769.64021270083,34769.64021270083,101041.33603023014,0.0,3.0241379071978423
952,56.35,1776.136854142758,100085.31173094442,0,170,0,916,0.8502755432987986,77017.0,65485.67151824357,1,34599.64021270083,34599.64021270083,100085.3117309444,0.0,2.905815634287174
953,51.662,1824.4117874959175,94252.76176561408,0,917,4596,0,0.7421626646847103,81613.0,60570.12155291326,1,33682.64021270083,33682.64021270083,94252.7617656141,0.0,2.65201550058432
954,56.82,1683.624628184755,95663.55137345778,0,934,0,8240,0.8574667951529437,73373.0,62914.911160756936,1,32748.640212700833,32748.640212700833,95663.55137345777,0.0,3.077641096746015
955,65.555,1724.4703196316825,113047.65180345495,2264,0,391,0,1.0579010301875458,73764.0,78035.01159075413,1,35012.64021270083,35012.64021270083,113047.65180345497,0.0,3.370216649723584
956,57.815,1821.4794101176662,105308.83209595286,1757,0,4392,0,0.8769536808850509,78156.0,68539.19188325203,1,36769.64021270083,36769.64021270083,105308.83209595286,0.0,2.847550225399439
957,58.497,1817.0341629866498,106291.04743223006,0,52,0,233,0.8928481606140576,77923.0,69573.40721952921,1,36717.64021270083,36717.64021270083,106291.04743223004,0.0,2.8978004798874437
958,58.552,1846.177889542961,108097.40778851946,1710,0,0,4,0.8941306687177533,77919.0,69669.76757581862,1,38427.64021270083,38427.64021270083,108097.40778851946,0.0,2.897544169366121
959,61.114,1853.360501620602,113266.27369604146,3440,0,0,3143,0.9548335493118197,74776.0,71398.63348334063,1,41867.64021270083,41867.64021270083,113266.27369604146,0.0,2.936097947129151
960,56.574,1833.4362237681937,103724.82092346178,0,968,0,189,0.8423073821277296,74587.0,62825.18071076097,1,40899.64021270083,40899.64021270083,103724.82092346181,0.0,2.5043689227766976
961,51.691,1833.902185281749,94796.2378593989,352,0,0,454,0.7222774964819723,74133.0,53544.59764669805,1,41251.64021270083,41251.64021270083,94796.23785939888,0.0,2.3171879104543196
962,57.482,1956.743115293461,112477.50775329872,3039,0,4647,0,0.8655352569255887,78780.0,68186.86754059789,1,44290.64021270083,44290.64021270083,112477.50775329872,0.0,2.5554466409291816
963,56.412,1985.4110754153537,112001.00958633093,1212,0,483,0,0.8389585225594552,79263.0,66498.3693736301,1,45502.64021270083,45502.64021270083,112001.00958633094,0.0,2.4922600371055585
964,56.863,2046.458758208282,116367.78436799753,0,206,4325,0,0.8502553495154413,83588.0,71071.14415529672,1,45296.64021270083,45296.64021270083,116367.78436799755,0.0,2.4810962496596245
965,58.809,2065.7920508121033,121487.16471620898,0,798,2155,0,0.8978986564910038,85743.0,76988.52450350813,1,44498.64021270083,44498.64021270083,121487.16471620896,0.0,2.6569342129204006
966,57.559,2032.6424613149427,116996.86743082678,0,412,0,1724,0.8677826112918025,84019.0,72910.22721812595,1,44086.64021270083,44086.64021270083,116996.86743082678,0.0,2.6721024301941685
967,55.06,2123.2429679565944,116905.75781569009,3725,0,1565,0,0.8073251729644476,85584.0,69094.11760298928,1,47811.64021270083,47811.64021270083,116905.75781569011,0.0,2.5385761623032166
968,58.192,2138.10714776184,124420.73114255701,3151,0,0,2583,0.8850265771479401,83001.0,73458.09092985617,1,50962.64021270083,50962.64021270083,124420.73114255701,0.0,2.584219119897677
969,59.294,2213.650649325905,131256.2016011302,3691,0,863,0,0.9134141155731823,83864.0,76602.56138842936,1,54653.64021270083,54653.64021270083,131256.2016011302,0.0,2.4876443741977754
970,59.199,2137.9982654671653,126567.35931739071,0,3840,0,701,0.91090652218763,83163.0,75753.71910468988,1,50813.64021270083,50813.64021270083,126567.35931739071,0.0,2.397752542729821
971,59.754,2120.7743244536405,126724.74898340282,0,1959,1005,0,0.9251747549033124,84168.0,77870.10877070199,1,48854.64021270083,48854.64021270083,126724.74898340282,0.0,2.51416642893443
972,63.807,2059.9283438849407,131437.8478382664,0,932,0,2872,1.0272978698283506,81296.0,83515.20762556558,1,47922.64021270083,47922.64021270083,131437.8478382664,0.0,2.7698545466973674
973,62.988,2040.3535286926772,128517.78806529434,1993,0,0,3205,1.006545541132698,78091.0,78602.14785259352,1,49915.64021270083,49915.64021270083,128517.78806529436,0.0,2.7075045521018075
974,61.572,2064.949930962007,127143.09714919269,0,891,2481,0,0.9695484403575917,80572.0,78118.45693649187,1,49024.64021270083,49024.64021270083,127143.0971491927,0.0,2.5168193162170405
975,60.959,2131.34970398514,129924.94660523016,2491,0,1632,0,0.953838090512984,82204.0,78409.30639252934,1,51515.64021270083,51515.64021270083,129924.94660523017,0.0,2.567632975894883
976,61.896,2128.872612728,131768.6992374123,3679,0,0,3918,0.9781322206360201,78286.0,76574.05902471147,1,55194.64021270083,55194.64021270083,131768.6992374123,0.0,2.56081494344585
977,67.791,2157.753321061019,146276.25538804755,5232,0,0,2876,1.1384380741990012,75410.0,85849.61517534668,1,60426.64021270083,60426.64021270083,146276.25538804752,0.0,2.614717710511224
978,74.896,2137.081694487627,160058.8705903453,2638,0,0,3120,1.341737866615638,72290.0,96994.23037764448,1,63064.64021270083,63064.64021270083,160058.8705903453,0.0,2.6744345236692233
979,72.319,2101.57470441535,151983.7810486137,0,2602,27,0,1.2655549986298225,72317.0,91521.14083591287,1,60462.64021270083,60462.64021270083,151983.78104861372,0.0,2.450685686026081
980,74.75,2228.656937083067,166592.10604695926,3413,0,4555,0,1.3362012935042462,76872.0,102716.46583425842,1,63875.64021270083,63875.64021270083,166592.10604695923,0.0,2.5981781245809437
981,70.297,2265.02579193659,159224.51809576646,2145,0,341,0,1.2071008493785451,77213.0,93203.87788306561,1,66020.64021270083,66020.64021270083,159224.51809576643,0.0,2.452701784035927
982,68.55,2268.2032818465773,155485.33497058286,0,1316,1327,0,1.1558530017555644,78540.0,90780.69475788203,1,64704.64021270083,64704.64021270083,155485.33497058286,0.0,2.351802671664844
983,70.598,2404.964570547469,169785.68875151023,4659,0,4112,0,1.2149984094614696,82652.0,100422.0485388094,1,69363.64021270083,69363.64021270083,169785.68875151023,0.0,2.4747933805893063
984,75.686,2387.9611276590836,180735.2259080054,8343,0,0,7065,1.3630463663765537,75587.0,103028.58569530457,1,77706.64021270083,77706.64021270083,180735.2259080054,0.0,2.6241723751563804
985,72.545,2570.3809860596625,186468.28863369822,6016,0,5711,0,1.2638152035843122,81298.0,102745.64842099742,1,83722.64021270083,83722.64021270083,186468.28863369825,0.0,2.229341527723312
986,73.724,2537.595350374281,187081.6796109935,2099,0,0,3471,1.3010913872858096,77827.0,101260.0393982927,1,85821.64021270083,85821.64021270083,187081.67961099354,0.0,2.263411274833583
987,70.737,2581.0578112136404,182576.28639181927,0,6235,7734,0,1.203698486215898,85561.0,102989.64617911844,1,79586.64021270083,79586.64021270083,182576.28639181927,0.0,2.0915690011813695
988,74.394,2672.844041695,198843.55963785786,0,835,5832,0,1.3140166032973755,91393.0,120091.91942515703,1,78751.64021270083,78751.64021270083,198843.55963785786,0.0,2.412656374163472
989,73.078,2768.517271809619,202317.70518930335,466,0,5116,0,1.275529380437084,96509.0,123100.06497660253,1,79217.64021270083,79217.64021270083,202317.70518930338,0.0,2.4802797294307735
990,82.164,2696.253208712951,221534.9486406909,0,3071,0,1866,1.5361760344451263,94643.0,145388.3084279901,1,76146.64021270083,76146.64021270083,221534.94864069094,0.0,2.871487367083869
991,93.92,2787.135431152757,261767.75969386694,9329,0,0,424,1.8710888406920696,94219.0,176292.1194811661,1,85475.64021270083,85475.64021270083,261767.75969386694,0.0,3.325584696251414
992,97.972,2704.357157920874,264951.27947582386,0,9420,658,0,1.9909529102218986,94877.0,188895.63926312307,1,76055.64021270083,76055.64021270083,264951.2794758239,0.0,3.194608800605669
993,107.948,2590.5668743750384,279646.51295503665,1489,0,0,6053,2.275307042492297,88824.0,202101.87274233578,1,77544.64021270083,77544.64021270083,279646.5129550366,0.0,3.838373402246267
994,112.471,2568.2000654690046,288848.0295633644,0,443,0,861,2.4072210969460297,87963.0,211746.3893506636,1,77101.64021270083,77101.64021270083,288848.02956336446,0.0,3.757366674584342
995,120.761,2491.187004276446,300838.2338234279,0,4203,0,1924,2.6492589826790995,86039.0,227939.59361072705,1,72898.64021270083,72898.64021270083,300838.2338234279,0.0,4.022461873061603
996,112.603,2466.1973360245734,277701.21862837503,3752,0,0,2721,2.413050942361485,83318.0,201050.57841567422,1,76650.64021270083,76650.64021270083,277701.21862837503,0.0,3.848015949598846
997,106.782,2439.158597071312,260458.23331246886,0,4886,892,0,2.2407504227498882,84210.0,188693.5930997681,1,71764.64021270083,71764.64021270083,260458.23331246892,0.0,3.4356592874450675
998,101.845,2445.847917891867,249097.3811976972,2521,0,0,877,2.0977492828170874,83333.0,174811.74098499634,1,74285.64021270083,74285.64021270083,249097.3811976972,0.0,3.461539089201249
999,106.166,2522.928056270387,267849.1800220019,6962,0,549,0,2.2245718963460703,83882.0,186601.53980930106,1,81247.64021270083,81247.64021270083,267849.1800220019,0.0,3.4955058515671524
